Account Number,Job Reference,Job Name,Job Status
DESM1100,877,'2200 East Euclid - RTB - 1371 East 15th Street',Open
DESM1100,878,'2200 East Euclid - RTB 1720 24th Street',Open
DESM1100,879,'2200 East Euclid - RTB-4646-2410 Elizabeth',Open
DESM1100,880,'1274 Stewart Street',Open
DESM1100,881,'215 East Sheridan Avenue',Open
DESM1100,882,'513 Shawnee Avenue',Open
DESM1100,883,'2333 East 13th Street',Open
DESM1100,884,'2200 East Euclid - RTB-4553 1320 Euclid',Open
DESM1100,885,'2200 East Euclid - RTB-4579 1526 22nd Street',Open
DESM1100,886,'2200 East Euclid - RTB-4580 2716 East Grand',Open
DESM1100,887,'1409 16th Street',Open
DESM1100,888,'3839 8th Street',Open
DESM1100,892,'4124 East Union Street',Open
DESM1100,893,'2200 East Euclid - RTB-4523 1309 22nd Street',Open
DESM1100,894,'3832 7th Street',Open
DESM1100,895,'2200 East Euclid - RTB-4591 1621 Gillete',Open
DESM1100,896,'2200 East Euclid - RTB-4586 1323 East 15th',Open
DESM1100,897,'2200 East Euclid - RTB-4590 1303 East 17th',Open
DESM1100,898,'2200 East Euclid - RTB-4535 2410 Elizabeth',Open
DESM1100,899,'2200 East Euclid - RTB-4535 2410 Elizabeth',Open
DESM1100,900,'1519 Forest Avenue - 1348-C Reversed',Open
DESM1100,901,'6400 NW 86th Street - John Deere Financial',Open
DESM1100,902,'5820 Westown Parkway - Hy-Vee',Open
DESM1100,903,'2200 East Euclid - RTB-4610 2548 East Walnut',Open
DESM1100,904,'2200 East Euclid - RTB-4609 1411 Hutton',Open
DESM1100,905,'2200 East Euclid - RTB-4614 4032 Oxford',Open
DESM1100,906,'1314 8th Street - 1348-B Craftsman Rev.',Open
DESM1100,907,'1410 East 18th Street',Open
DESM1100,908,'332 8th Street',Open
DESM1100,909,'520 South 19th Street - Unit A',Open
DESM1100,910,'107 10th Street',Open
DESM1100,911,'3905 Grand Avenue - West Of Church',Open
DESM1100,912,'2200 East Euclid - RTB-4633 1427 33rd Street',Open
DESM1100,913,'3306 University Avenue - DMIEC',Open
DESM1100,914,'919 Marion Street',Open
DESM1100,915,'2200 East Euclid - RTB-4557 1301 McCormick Street',Open
DESM1100,916,'8301 NW Aurora Avenue - Luthern Church',Open
DESM1100,917,'2200 East Euclid - RTB-4654 4040 5th Street',Open
DESM1100,918,'12289 Stratford Drive - Mcgill Junge Wealth Management',Open
DESM1100,919,'2200 East Euclid - RTB-4663 504 5th Street',Open
DESM1100,920,'6109 Willowmere Drive - Shazam',Open
DESM1100,921,'508 East 27th Street - 1158-B Ranch',Open
DESM1100,922,'2011 Mondamin Avenue - 1158-C Ranch',Open
DESM1100,923,'1039 Shaw Street - 1158-C Ranch',Open
DESM1100,924,'1609 56th Street - 1158-B Ranch',Open
DESM1100,925,'1033 Shaw Street - 1158-B Ranch',Open
DESM1100,926,'1910 Francis Avenue - 1158-A Ranch',Open
DESM1100,927,'1027 Shaw Street - 1158-A Ranch',Open
DESM1100,928,'1045 Shaw Street - 1158-A Ranch',Open
DESM1100,930,'1216 Johnson Street',Open
DESM1100,931,'1019 Mason Avenue',Open
DESM1100,932,'4303 SW 9th Street',Open
DESM1100,933,'6020 SW 13th Street',Open
DESM1100,934,'907 Marion Street',Open
DESM1100,935,'604 West 4th Street North - Vernon Company',Open
DESM1100,936,'1111 Porter Avenue',Open
DESM1100,937,'1627 Grand Avenue - Sacred Heart Catholic Church',Open
DESM1100,938,'1900 Scott Avenue - Kemin',Open
DESM1100,939,'3000 East Grand Avenue - Iowa State Fair',Open
DESM1100,940,'1845 Capitol Avenue',Open
DESM1100,942,'2200 East Euclid - RTB-4737 1215th Street',Open
DESM1100,943,'736 South 3rd Avenue East',Open
DESM1100,944,'22 East Euclid Avenue',Open
DESM1100,946,'539 West 9th Street North',Open
DESM1100,947,'2200 East Euclid - RTB-4760 410 Dawson',Open
DESM1100,948,'Deborah McInroy - 621 East Euclid',Open
DESM1100,950,'2200 East Euclid - RTB-4737 1215 7th Street',Open
DESM1100,951,'2200 East Euclid - RTB-4780 2065 Grand Ave.',Open
DESM1100,952,'947 38th Street',Open
DESM1100,953,'2200 East Euclid - RTB-4800 511 Cedar',Open
DESM1100,954,'1 Line Drive - Principal Ballpark',Open
DESM1100,955,'106 East 29th Court - 1158-C Rev.',Open
DESM1100,956,'1342 Henderson Avenue - 1158-C',Open
DESM1100,957,'1311 Oak Park Avenue - 1158-B Rev.',Open
DESM1100,958,'14001 University Avenue - NCMIC',Open
DESM1100,959,'2006 South Ankeny Blvd - DMACC Outside Building 5',Open
DESM1100,960,'2311 East 39th Street',Open
DESM1100,961,'1526 22nd Street - Johnetta Levell',Open
DESM1100,962,'1628 7th Street - 1348-Elevation B 2-Story',Open
DESM1100,963,'2727 Grand Prairie Parkway - Holmes Murphy',Open
DESM1100,964,'2200 East Euclid - RTB-4902 2832 2nd Avenue',Open
DESM1100,965,'447 East Diehl Avenue',Open
DESM1100,966,'2418 North Union Street',Open
DESM1100,967,'1186 13th Street - 1158-B Ranch',Open
DESM1100,968,'1193 14th Street - 1158-A Ranch',Open
DESM1100,969,'1180 13th Street - 1110 Heartland',Open
DESM1100,970,'1187 14th Street - 1110 Heartland',Open
DESM1100,971,'233 Center Street - Wells Fargo Arena',Open
DESM1100,972,'2200 East Euclid - RTB-HP-5007 4228 Leyden',Open
DESM1100,973,'3000 East Grand Avenue - House 13 HBA-Jacobson Center',Open
DESM1100,974,'270 South Hickory Blvd',Open
DESM1100,975,'1162 22nd Street',Open
DESM1100,976,'1439 10th Street',Open
DESM1100,977,'2200 East Euclid - RTB-HP-5047 Patio Door',Open
DESM1100,978,'3103 SE Freedom Drive',Open
DESM1100,980,'1928 23rd Street',Open
DESM1100,981,'1519 9th Street - 1348-C 2-Story',Open
DESM1100,982,'1301 Laurel Street - 1348-A 2-Story',Open
DESM1100,983,'1929 Glenbrook Drive - 1158-B Ranch',Open
DESM1100,984,'2407 Carpenter Avenue - Drake University',Open
DESM1100,985,'60 8th Street',Open
DESM1100,987,'2314 Williams Street - 1158-A Ranch Rev.',Open
DESM1100,988,'2229 Elizabeth Avenue - 1158-C Ranch',Open
DESM1100,989,'1601 21st Street - 1158-C Ranch',Open
DESM1100,990,'1172 14th Street - 1158-B Ranch Rev.',Open
DESM1100,991,'1708 21st Street - 1158-B Ranch Rev.',Open
DESM1100,992,'6139 Ashworth Road - South Story Bank',Open
DESM1100,993,'800 South Jordan Creek Parkway - Wells Fargo',Open
DESM1100,994,'113 SW 8th Street - EMC Insurance',Open
DESM1100,995,'2401 Maple Street',Open
DESM1100,997,'909 Locust Street - Federal Home Loan Bank',Open
DESM1100,998,'2304 Tomlin Lane',Open
DESM1100,999,'PO#2208',Open
DESM1100,1000,"'1241,1237 NE 56th Street - 1198-A Duplex'",Open
DESM1100,1001,'1716 Locust Street - DotDash Meredith',Open
DESM1100,1002,'1104 East McKinley Avenue',Open
DESM1100,1003,'433 Hart Avenue',Open
DESM1100,1004,'1123 Johnson Street',Open
DESM1100,1005,"'1225,1221 NE 56th Street - 1198 B Duplex'",Open
DESM1100,1006,'711  Kirkwood Avenue - 1158A Ranch',Open
DESM1100,1007,'126 East 29th Court - 1110 A Heartland Rev.',Open
DESM1100,1008,"'1233,1229 NE 56th Street - 1198 C Duplex'",Open
DESM1100,1009,"'1217,1213 NE 56th Street - 1385 D Duplex'",Open
DESM1100,1010,'4127 Amherst Street - 1158 C Ranch',Open
DESM1100,1011,'2527 Logan Avenue - 1158 A Rev Ranch',Open
DESM1100,1012,'2327 Payne Road',Open
DESM1100,1013,'2717 Witmer Street',Open
DESM1100,1014,'1078 36th Street',Open
DESM1100,1015,'1935 Lincoln Avenue',Open
DESM1100,1016,'95 University Avenue  Suite 1 - New Shop',Open
DESM1100,1017,'1200 Locust Street - Loading Dock',Open
DESM1100,1018,'4325 NE 29th Street - Lot #48',Open
DESM1100,1019,'1708 24th Street',Open
DESM1100,1020,'4325 East 29th Street - Lot #89',Open
DESM1100,1021,'4224 Hubbell Avenue - Baker Group',Open
DESM1100,1022,'3117 Kinsey Avenue',Open
DESM1100,1023,'722 SE 27th Street',Open
DESM1100,1024,'603 Leland Avenue',Open
DESM1100,1025,'1206 Douglas Avenue',Open
DESM1100,1026,'617 Porter Avenue - 1158-A Ranch',Open
DESM1100,1027,'1941 23rd Street',Open
DESM1100,1028,'3617 East 43rd Street',Open
DESM1100,1029,'21 South Hawthorne Drive',Open
DESM1100,1030,'2707 Indianapolis Avenue - 1158 C Ranch',Open
DESM1100,1031,'1624 Carpenter Avenue - 1158 C Rev Ranch',Open
DESM1100,1032,'1026 Burnham Avenue',Open
DESM1100,1033,'1705 Carpenter Avenue',Open
DESM1100,1034,'4325 East 29th Street - Lot #72',Open
DESM1100,1035,'1111 East 9th Street - 1348-A Traditional',Open
DESM1100,1036,'929 23rd Place',Open
DESM1100,1037,'526 Miller Avenue',Open
DESM1100,1038,'1839 East Grand Avenue - 1348 C 2-Story',Open
DESM1100,1039,'6000 Westown Parkway - American Equity',Open
DESM1100,1040,'1140 East 8th Street - 1348-A Traditional Rev.',Open
DESM1100,1041,'2806 SE 8th Court - 1158-A Ranch',Open
DESM1100,1042,'1509 Dean Avenue - 1348-C Farmhouse',Open
DESM1100,1043,'321 Walunt Street',Open
DESM1100,1044,'325 Walnut Street',Open
DESM1100,1045,'7700 Mills Civic Parkway - Athene',Open
DESM1100,1046,'545 8th Street',Open
DESM1100,1047,'2924 Cleveland Avenue',Open
DESM1100,1048,'1610 East 21st Street',Open
DESM1100,1049,'1145 12th Street',Open
DESM1100,1050,"'780,800 Graceland Avenue'",Open
DESM1100,1051,'2120 East 21st Street',Open
DESM1100,1052,'1200 Grandview Avenue',Open
DESM1100,1053,'1401 1st Avenue South - Catholic Circle Of Faith',Open
DESM1100,1054,'2528 Morton Avenue - 1158-A Ranch Rev',Open
DESM1100,1055,'325 Indiana Avenue - 1158-B Ranch',Open
DESM1100,1056,'1915 Lay Street - 1158-C Ranch',Open
DESM1100,1057,'3008 49th Street - 1348-C 2-Story',Open
DESM1100,1058,'3023 East 13th Street - 1158-B Ranch',Open
DESM1100,1059,'1917 East Walnut Street - 1158-B Ranch',Open
DESM1100,1060,'2604 Arthur Avenue',Open
DESM1100,1061,'321 Creighton Avenue - 1158-A Ranch Rev',Open
DESM1100,1062,'4120 NE 43rd Court - Lot 5',Open
DESM1100,1063,'1908 Lay Street',Open
DESM1100,1064,'2330 East 41st Street',Open
DESM1100,1065,'2532 East 38th Court',Open
DESM1100,1066,'2825 East 33rd Street',Open
DESM1100,1067,'3101 East 32nd Street',Open
DESM1100,1068,'134 SE 34th Street - 1158-B Ranch',Open
DESM1100,1069,'1322 23rd Street - 1348-B 2-Story',Open
DESM1100,1070,'1319 23rd Street - 1348-A 2-Story',Open
DESM1100,1071,'1100 Walnut Street - Nationwide Parking Garage',Open
DESM1100,1072,'825 SW Irvinedale Drive - John Deere',Open
DESM1100,1073,'2518 Capitol Avenue - 1158-B Ranch Rev.',Open
DESM1100,1074,'1608 West 4th Street',Open
DESM1100,1075,'1802 Dewey Avenue',Open
DESM1100,1076,'Will Call',Open
DESM1100,1077,'523 Willis Avenue',Open
DESM1100,1078,'4530 East Twana Drive - 1194-34 Ranch Elevation A',Open
DESM1100,1079,'4536 East Twana Drive - 1195 3 Bedroom',Open
DESM1100,1080,'4542 East Twana Drive - 1194-34 Ranch Elevation B',Open
DESM1100,1081,'4548 East Twana Drive - 1199 3 Bedroom',Open
DESM1100,1082,'4554 East Twana Drive - 1194-34 Ranch Elevation B',Open
DESM1100,1083,'4560 East Twana Drive - 1399 4 Bedroom',Open
DESM1100,1084,'4566 East Twana Drive - 1194-34 Ranch Elevation A',Open
DESM1100,1085,'4572 East Twana Drive - 1399 4 Bedroom',Open
DESM1100,1086,'1 Prairie Meadows Drive - Prairie Meadows',Open
DESM1100,1087,'1902 Franklin Avenue',Open
DESM1100,1088,'1501 16th Street',Open
DESM1100,1089,'1823 Lucinda Street',Open
DESM1100,1090,'4533 East Twana Drive - 1399 4 Bedroom',Open
DESM1100,1091,'4539 East Twana Drive - 1195 -  3 Bedroom',Open
DESM1100,1092,'4545 East Twana Drive - 1399 - 4 Bedroom',Open
DESM1100,1093,'4527 East Twana Drive - 1194-34 Elevation B',Open
DESM1100,1094,'4033 NW Urbandale Drive - Urbandale ReStore',Open
DESM1100,1095,'523 East Titus Avenue',Open
DESM1100,1096,'4302 East 45th Street - 1195 3-Bedroom',Open
DESM1100,1097,'4308 East 45th Street - 1399 4-Bedroom',Open
DESM1100,1098,'4316 East 45th Street - 1199 3-Bedroom',Open
DESM1100,1099,'Will Call',Open
DESM1100,1100,'2120 Washington Avenue - 1158-A Ranch Rev',Open
DESM1100,1101,'406 SE 3rd Street - 1158-C Ranch Rev',Open
DESM1100,1102,'1547 4th Street - 1348-B Craftsman Rev',Open
DESM1100,1103,'1123 Kirkwood Avenue - 1158-A Ranch Rev',Open
DESM1100,1104,'408 SE 3rd Street - 1224-32 Ranch Elev.B',Open
DESM1100,1105,'305 Main Street SE',Open
DESM1100,1106,'300 Hickman Road - Central Bank',Open
DESM1100,1107,'1207 Locust Street - 1330 Ranch Elev C',Open
DESM1100,1108,'1205 Locust Street - 1330 Ranch Elev B',Open
DESM1100,1109,'1912 Williams Street - 1158 Ranch Elev C',Open
DESM1100,1110,'508 12th Street - 1156 Ranch Elev B',Open
DESM1100,1111,'3305 SE Delaware Avenue - Casey''s',Open
DESM1100,1112,'9505 NorthPark Drive - John Deere Panel Build',Open
DESM1100,1113,'2348 Dean Avenue - 1158-A Ranch',Open
DESM1100,1114,'Corner of Cherry & 7th Street - EMC Parking Lot A',Open
DESM1100,1115,'1512 23rd Street - 1348 2-Story',Open
DESM1100,1116,'695 25th Street',Open
DESM1100,1117,'1423 17th Street',Open
DESM1100,1118,'1401 1st Avenue South - Ss John&Paul Catholic Church',Open
DESM1100,1119,'1535 24th Street - 1348 2-Story Elevation A',Open
DESM1100,1120,'1512 23rd Street - 1348 2-Story Elevation A',Open
DESM1100,1121,'744 Arthur Avenue',Open
DESM1100,1122,'2215 East 13th Street',Open
DESM1100,1123,'712 Arthur Avenue',Open
DESM1100,1124,'800 Arthur Avenue',Open
DESM1100,1125,'45 North Warrior Lane - Vision Bank',Open
DESM1100,1126,'1525 Chance Court',Open
DESM1100,1127,'202 South 10th Street',Open
DESM1100,1128,'217 South 9th Street',Open
DESM1100,1129,'1112 Prairie Street',Open
DESM1100,1130,'4660 Merle Hay Road - Willis Auto',Open
DESM1100,1131,'1520 Royer Street - 1158-B Ranch',Open
DESM1100,1132,'925 Jordan Creek Parkway - Church of Hope',Open
DESM1100,1133,'501 South 2nd Avenue West - 1158-A Ranch',Open
DESM1100,1134,'3125 Mahaska Avenue - 1158-C Ranch',Open
DESM1100,1135,'1219 15th Place',Open
DESM1100,1136,'1434 East 17th Street',Open
DESM1100,1137,'1413 McCormick Street',Open
DESM1100,1138,'1286 De Wolf Street',Open
DESM1100,1139,'1517 Sampson Street',Open
DESM1100,1140,'1604 23rd Street',Open
DESM1100,1141,'1433 East 15th Street',Open
DESM1100,1142,'305 Northeast Dartmoor Drive - Lutheran Church of Hope',Open
DESM1100,1143,'693 25th Street - 1348-B 2-Story Craftsman',Open
DESM1100,1144,'697 25th Street - 1199-B Tuck Under',Open
DESM1100,1145,'2914 East 38th Court',Open
DESM1100,1146,'1129 19th Street',Open
DESM1100,1147,'831 & 835 Hopewell Drive  - Building J Duplex Slab on Grad',Open
DESM1100,1148,"'801,805,811,815 Hopewell Drive - 4-Plex Building K Slab on Grad'",Open
DESM1100,1149,'2213 East 40th Street',Open
DESM1100,1150,'2418 Southeast 18th Court',Open
DESM1100,1151,'1624 Lincoln Avenue - Garage',Open
DESM1100,1152,'1246 East 17th Street',Open
DESM1100,1153,'NW Douglas Prky/N Warrior Lane - Nw Corner Intersection ',Open
DESM1100,1154,'100 East Euclid Avenue - Park Fair Mall',Open
DESM1100,1155,"'851,855,861,865 NW Hopewell Ct - 4-Plex Cluster Type 2 Basement'",Open
DESM1200,1,'General Purchases',Open
DESM1200,2,'6003 Waterburg Circle',Open
DESM1200,3,'1169 22nd Street',Open
DESM1200,4,'2128 University Avenue',Open
DESM1300,1,'General Purchases',Open
DESM1300,2,'730 45th Place - Werning',Open
DESM1300,3,'4261 50th Avenue - Shop',Open
DESM1400,1,'General Purchases',Open
DESM1400,2,'Will Call',Open
DESM1400,3,'3939 Oakshire Road',Open
DESM1400,4,'1607 12th Street SE',Open
DESM1400,5,'1684 South 52nd Avenue East',Open
DESM1400,6,'4315 NE Michael Court - Busch Residence',Open
DESM1400,7,'10332 Stonebridge Drive - Myer Residence',Open
DESM1400,8,'7124 SE 27th Street - Stauffer Residence',Open
DESM1400,9,'8620 NE 54th Avenue - Pam & Art',Open
DESM1400,10,'415 Gray Avenue - Lewis Residence',Open
DESM1400,11,'4015 SW 12th Street - Floden Residence',Open
DESM1400,12,'1839 SE Hillside Drive - Reiner Residence',Open
DESM1400,13,'2820 Woodland Avenue',Open
DESM1400,14,'2930 Willowmere Drive',Open
DESM1400,15,'5141 Pondview Circle - Schweers Residence',Open
DESM1400,16,'805 29th Street - Warywoda Residence',Open
DESM1400,17,'1380 NW Jamestown Lane - Harnes Residence',Open
DESM1400,18,'10202 Catalina Drive - Herrera Residence',Open
DESM1400,19,'1416 45th Street',Open
DESM1400,20,'2023 SW Chautauqua Lane - DJ''s Residence',Open
DESM1400,21,'2403 E Kenyon Avenue',Open
DESM1400,22,'4765 NE 29th Street',Open
DESM1400,23,'1617 NE Frisk Drive ',Open
DESM1400,24,'1806 SW 38th Street',Open
DESM1400,25,'1014 NW Reinhart Drive',Open
DESM1400,26,'3028 SW 39th Street',Open
DESM1400,27,'11268 NW 114th Avenue',Open
DESM1400,28,'2202 60th Street',Open
DESM1400,29,'1960 South 52nd Avenue East',Open
DESM1400,30,'3611 NE 11th Street - Dady Residence',Open
DESM1400,31,'705 West Orchard Avenue',Open
DESM1400,32,'7629 Silverstone Court - Gipple Residence',Open
DESM1400,33,'5145 SE 104th Street',Open
DESM1400,34,'2616 NW 159th Street',Open
DESM1400,35,'1620 Country Club Blvd.',Open
DESM1400,36,'4612 NW 8th Street',Open
DESM1400,37,'730 Patterson Drive - Beller Residence',Open
DESM1400,38,'910 NE 24th Court - Wheeler Residence',Open
DESM1400,39,'513 South G-Street - Junior''s House',Open
DESM1400,40,'2611 NE Bellagio Drive',Open
DESM1400,41,'2326 SE 10th Street - Dagget Residence',Open
DESM1400,42,'1429 South Sugar Creek Court - Setchell Residence',Open
DESM1400,43,'3117 Prospect Drive - Eddy Res.',Open
DESM1400,44,'1609 NW Rockcrest Road - Rust Res.',Open
DESM1400,45,'15212 Brookview Drive - Smothers Res.',Open
DESM1400,46,'521 45th Street - Warner Res.',Open
DESM1400,47,'541 NE 60th Avenue - Crum Res.',Open
DESM1400,48,'9286 NW Lakeridge Lane - Chamberlin Res.',Open
DESM1400,49,'3453 NW 178th Street - Philpot Res.',Open
DESM1400,50,'1593 SE Golden Harvest Drive - Cronk Res.',Open
DESM1400,51,'5139 Walnut Ridge - Nicole Moore',Open
DESM1400,52,'1029 S 95th Street - Hackbart Res.',Open
DESM1400,53,'4212 Grandview Avenue - Giles Res.',Open
DESM1400,54,'3830 E 32nd Street',Open
DESM1400,55,'5025 Wistful Vista Drive - Gamerdinger Res.',Open
DESM1400,56,'8305 Mills Civic Parkway - Rankin Res.',Open
DESM1400,57,'863 39th Street',Open
DESM1400,58,'2502 N 8th Avenue E - Risting Res.',Open
DESM1400,59,'1109 Sand Cherry Lane - Rigby Res.',Open
DESM1400,60,'15581 Wildwood Drive - Hanson Res.',Open
DESM1400,61,'2403 NW Rockcrest Court - Spiker Res.',Open
DESM1400,62,'313 Thornhill Road - Adams Res.',Open
DESM1400,63,'909 NW Boulder Point Place  - Blum Res.',Open
DESM1400,64,'7139 Reed Lane',Open
DESM1400,65,'209 28th Street',Open
DESM1400,66,'2313 NW Park Meadows Drive - Utley Res.',Open
DESM1400,67,'3930 E 32nd Street - Mould Res.',Open
DESM1400,68,'3011 E Douglas Avenue',Open
DESM1400,69,'8117 Hardwicke Drive - Wiltfang Res.',Open
DESM1400,70,'719 33rd Street - Rogers Res.',Open
DESM1400,71,'Will Call-Birchwood',Open
DESM1400,72,'5145 Cypress Drive',Open
DESM1400,73,'3107 Fieldcrest Court',Open
DESM1400,74,'87 Landon Drive NW - Kathy Gabriel',Open
DESM1400,75,'6113 Woodland Drive - Peterson Res.',Open
DESM1400,76,'3612 Lakins Grove Avenue - Arnold Res.',Open
DESM1400,77,'512 27th Street SW - Dilks Res.',Open
DESM1400,78,'8921 NW  72nd Place - Palmer Res.',Open
DESM1400,79,'2611 NW Woodbury Drive - Apland Res.',Open
DESM1400,80,'7121 Reed Lane  - Satre Res.',Open
DEST1000,1,'General Purchases',Open
DEST1000,2,'4028 1st Street',Open
DEST1000,3,'SW Corner Main & Washington - Duplex - City Hasn''t Issued #',Open
DETO1000,1,'General Purchases',Open
DETO1000,2,'3910 NW 179th Court',Open
DETO1000,3,'8265 Edgewood Court',Open
DETO1000,4,'645 65th Place - #135',Open
DETT1000,1,'General Purchases',Open
DETT1000,2,'Grainery Building',Open
DETT1000,3,'Egress Windows',Open
DETT1000,4,'Dog Kennel',Open
DETT1000,5,'House Repairs',Open
DETT1100,1,'General Purchases',Open
DETT1100,2,'225 Windsor Drive - Lot 23 Windsor Farms',Open
DEVA1000,1,'General Purchases',Open
DEVA1000,2,'2601 South 7th Avenue - New House',Open
DEWA1000,1,'General Purchases',Open
DEWA1000,2,'107 SW 3rd Street',Open
DEWA1000,3,'52217 330th Avenue',Open
DEWA1100,1,'General Purchases',Open
DEWA1100,2,'3607 SW 38th Street',Open
DEWA1200,1,'General Purchases',Open
DEWA1200,2,'926 23rd Place',Open
DEWA1200,3,'Will Call',Open
DEWA1200,4,'4001 69th Street',Open
DEWA1200,6,'1092 SW Cattail Road ',Open
DEWA1200,7,'2730 South Forty Lane',Open
DEWE1000,1,'General Purchases',Open
DEWE1000,2,'406 Lakeshore Drive',Open
DEWI1000,1,'General Purchases',Open
DFM1000,1,'General Purchases',Open
DFM1000,2,'806 Y Street',Open
DFM1000,3,'804 Y Street - 4 Plex',Open
DFM1000,4,'800 Y Street - Interior Finsih',Open
DFM1000,5,'4205 Bayview Court',Open
DFM1000,6,'800 Y Street - Interior Finsih',Open
DHIC1000,1,'General Purchases',Open
DHIC1000,2,'1740 NE Gateway Court - Building 4',Open
DHIC1000,3,'1740 NE Gateway Court - Building 5',Open
DHIC1000,4,'1740 NE Gateway Court - Building 6',Open
DIAM1000,1,'General Purchases',Open
DIAM1000,2,'8206 NW 114th - Timberbrook/Off 141',Open
DIAM1000,3,'3920 74th Street',Open
DIAM1000,4,'Personal Home',Open
DIAM1000,5,'Louis Job',Open
DIAM1000,6,'2732 SE Delaware Avenue - Massage Heights',Open
DIAM1000,7,'Shear Style',Open
DIAM1000,8,'Will Call',Open
DIAM1000,9,'3602 Otterview Circle - Suite B',Open
DIAM1000,10,'4620 SE 14th Street - Salvation Army',Open
DIAM1000,11,'1510 SW Oralabor Road - Capital Orthopedics',Open
DIAM1000,12,'4720 95th Street',Open
DIAM1000,13,'8700 NE 46th Avenue - Terrace Hills Golf Course',Open
DIAM1000,14,'5010 EP True Parkway',Open
DIAM1000,15,'Job  21415',Open
DIAM1000,16,'8206 NW 114th Street',Open
DIAM1000,17,'Dave',Open
DIAM1000,18,'3710 Merle Hay Road - Fire House Subs',Open
DIAM1000,19,'Job 21541',Open
DIAM1000,20,'440 68th Streets - Fire House Sub',Open
DIAM1000,21,'Will Call',Open
DIAM1000,22,'Will Call',Open
DIAM1000,23,'1031 Office Park Road',Open
DIAM1000,24,'1611 Fuller Road',Open
DIAM1000,25,'204 8th Street SE - Cultivate',Open
DIAM1000,26,'2500 128th Street - Koality Addition',Open
DIAM1000,27,'T-Mobil',Open
DIAM1000,28,'Door Slab',Open
DIAM1000,29,'Will Call',Open
DIAM1000,30,'10201 University Avenue',Open
DIAM1000,31,'Treated 2x8',Open
DIAM1000,32,'Buyers Realty',Open
DIAM1000,33,'Shop',Open
DIAM1000,34,'Will Call - Apartments',Open
DIAM1000,35,'4020 SE 14th',Open
DIAM1000,36,'Shop',Open
DIAM1000,37,'2505 SW White Birch Drive - CIV',Open
DIAM1000,38,'106 8th Street SW - Office',Open
DIAM1100,1,'General Purchases - Suite 9',Open
DIAM1100,2,'1281 Osage Lane',Open
DIAM1100,3,'1285 Osage Lane',Open
DIAM1100,4,'4647 Rapid Creek Trail NE',Open
DIAM1100,5,'1660 Redbud Circle ',Open
DIAM1100,6,'1291 Osage Lane',Open
DIAM1100,7,'2503 H Avenue',Open
DIAM1100,8,'702 Beck Drive',Open
DIAM1100,9,'230 Howard Street',Open
DIAM1100,10,'742 Wheaton Road',Open
DIAM1100,11,'Will Call - Suite 9',Open
DIAM1300,1,'General Purchases',Open
DIAM1300,2,'3301 NE 6th Lane',Open
DIAM1300,3,'4207 Morton Avenue - Brown Residence',Open
DIAM1300,4,'5945 Cardinal Court - Hill Residence',Open
DIAM1300,5,'9409 Enfield Drive',Open
DIAM1300,6,'2613 NW 30th Lane',Open
DIAM1300,7,'4907 NE Rio Drive - Brown Res.',Open
DIAM1300,8,'Will Call',Open
DIAM1300,9,'3301 SE Glenstone Drive',Open
DIAM1300,10,'608 Harvest Court',Open
DIAM1300,11,'655 SE Woodcrest Drive',Open
DIAM1300,12,'5700 N Waterbury Road',Open
DIAM1300,13,'5500 Grand Avenue',Open
DIAM1300,14,'4400 Merle Hay Road - Chapel Hill Gardens Cemetery ',Open
DIAM1300,15,'4109 Timberwood Drive',Open
DIAM1300,16,'7174 Eldorado Point',Open
DICK1000,2,'General Purchases',Open
DICK1000,3,'1885 Delaware - New House',Open
DICK1100,1,'General Purchases',Open
DICK1100,2,'813 52nd Court',Open
DICK1200,1,'General Purchases',Open
DICK1200,2,'2013 220th Street - Carlson',Open
DICK1200,3,'2002 Iowa Avenue - Anderson',Open
DICK1200,4,'1401 250th Avenue - Carrol Residence',Open
DICK1200,5,'2507 160th Avenue - Abate 40x80',Open
DICK1200,6,'1804 Birch Avenue - ****Shop/Tools****',Open
DICK1200,7,'32200 580th Street - Paul Abbens',Open
DICK1200,8,'2001 Burr Oak Lane - Julius',Open
DICK1200,9,'2354 Montana Avenue - Tony Christensen',Open
DICK1200,10,'34727 Island View Lane - Scott/Helen Poldberg',Open
DICK1200,11,'144 NE 7th Street - Blum Lot#10',Open
DICK1200,12,'1103 1st Avenue - Seiler Garage',Open
DICK1200,13,'3105 130th Street - Legvold Deck Skirting',Open
DICK1200,14,'312 8th Street North - Kevin Dunbar',Open
DICK1200,15,'2234 220th Street - Tri-Co Ag',Open
DICK1200,16,'3085 100th street - Nick Torkelson',Open
DICK1200,17,'10 Country Club Drive - Country Club',Open
DICK1200,18,'1115 N Iowa Avenue - Mark Elkin',Open
DIER1100,1,'General Purchases',Open
DIER1100,2,'Shop Delivery - 1030 East 54th Street',Open
DIET1000,1,'General Purchases',Open
DIET1000,2,'131 East Hickory Street - Dietze Residence',Open
DIII1000,1,'General Purchases',Open
DIII1000,2,'2100 University Avenue',Open
DIII1000,3,'683 32nd Street - SHOP',Open
DIII1000,4,'907 33rd Street',Open
DIII1000,5,'Will Call - HLB',Open
DIII1000,6,'1410 32nd Street',Open
DIII1000,7,'29154 360th Street - Plant Life Designs (Dudley)',Open
DIII1000,8,'6801 Aubrey Court',Open
DIII1000,9,'605 10th Street',Open
DIII1000,10,'1215 42nd Street - Cummings Residence',Open
DIII1000,11,'4010 Oak Forest Drive',Open
